[description:"nitti light powerline patch for gnome-terminal" end:"1383823331" entry:"1383794197" project:"nominal" status:"completed" tags:"cli,local" uuid:"4e207ebc-90bc-42df-8d9a-442b402c6d98"]
[description:".taskrc theme and tuning" end:"1383794771" entry:"1383768000" priority:"L" project:"nominal" status:"completed" tags:"local,cli" uuid:"2f3dbe37-e4ba-41f6-ad09-400fa7be1433"]
